trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type
4坂下_13時15分_系統351001,13:56:00,13:56:00,3015_01,24,坂下駅前,0,0
4坂下_13時15分_系統351001,13:58:00,13:58:00,3016_01,25,坂下駅前,0,0
4坂下_13時15分_系統351001,13:58:00,13:58:00,3017_01,26,坂下駅前,0,0
4坂下_13時15分_系統351001,14:00:00,14:00:00,3018_01,27,坂下駅前,0,0
4坂下_13時15分_系統351001,14:02:00,14:02:00,3019_01,28,坂下駅前,1,0
4坂下_14時05分_系統312001,14:05:00,14:05:00,3019_01,1,中原,0,1
4坂下_14時05分_系統312001,14:07:00,14:07:00,3018_01,2,中原,0,0
4坂下_14時05分_系統312001,14:09:00,14:09:00,3017_02,3,中原,0,0
4坂下_14時05分_系統312001,14:09:00,14:09:00,3016_01,4,中原,0,0
4坂下_14時05分_系統312001,14:11:00,14:11:00,3041_01,5,中原,0,0
4坂下_14時05分_系統312001,14:12:00,14:12:00,3040_01,6,中原,0,0
4坂下_14時05分_系統312001,14:12:00,14:12:00,3039_01,7,中原,0,0
4坂下_14時05分_系統312001,14:13:00,14:13:00,3038_01,8,中原,0,0
4坂下_14時05分_系統312001,14:13:00,14:13:00,3037_01,9,中原,0,0
4坂下_14時05分_系統312001,14:14:00,14:14:00,3036_01,10,中原,0,0
4坂下_14時05分_系統312001,14:15:00,14:15:00,3035_01,11,中原,0,0
4坂下_14時05分_系統312001,14:15:00,14:15:00,3034_01,12,中原,0,0
4坂下_14時05分_系統312001,14:17:00,14:17:00,3033_01,13,中原,0,0
4坂下_14時05分_系統312001,14:19:00,14:19:00,3032_01,14,中原,0,0
4坂下_14時05分_系統312001,14:20:00,14:20:00,3031_01,15,中原,0,0
4坂下_14時05分_系統312001,14:22:00,14:22:00,3030_01,16,中原,0,0
4坂下_14時05分_系統312001,14:22:00,14:22:00,3029_01,17,中原,0,0
4坂下_14時05分_系統312001,14:23:00,14:23:00,3028_01,18,中原,0,0
4坂下_14時05分_系統312001,14:23:00,14:23:00,3027_01,19,中原,0,0
4坂下_14時05分_系統312001,14:25:00,14:25:00,3026_01,20,中原,0,0
4坂下_14時05分_系統312001,14:26:00,14:26:00,3025_01,21,中原,0,0
4坂下_14時05分_系統312001,14:27:00,14:27:00,3024_01,22,中原,0,0
4坂下_14時05分_系統312001,14:28:00,14:28:00,3023_01,23,中原,0,0
4坂下_14時05分_系統312001,14:29:00,14:29:00,3022_01,24,中原,0,0
4坂下_14時05分_系統312001,14:29:00,14:29:00,3021_01,25,中原,0,0
4坂下_14時05分_系統312001,14:31:00,14:31:00,3020_01,26,中原,1,0
4坂下_14時44分_系統342001,14:44:00,14:44:00,3019_01,1,坂下駅前 (上鐘・松源地 方面),0,1
4坂下_14時44分_系統342001,14:46:00,14:46:00,3018_01,2,坂下駅前 (上鐘・松源地 方面),0,0
4坂下_14時44分_系統342001,14:48:00,14:48:00,3019_01,3,坂下駅前 (上鐘・松源地 方面),0,0
4坂下_14時44分_系統342001,14:49:00,14:49:00,3069_01,4,坂下駅前 (上鐘・松源地 方面),0,0
4坂下_14時44分_系統342001,14:50:00,14:50:00,3068_01,5,坂下駅前 (上鐘・松源地 方面),0,0
4坂下_14時44分_系統342001,14:51:00,14:51:00,3067_01,6,坂下駅前 (上鐘・松源地 方面),0,0
4坂下_14時44分_系統342001,14:53:00,14:53:00,3066_01,7,坂下駅前 (上鐘・松源地 方面),0,0
4坂下_14時44分_系統342001,14:54:00,14:54:00,3065_01,8,坂下駅前 (上鐘・松源地 方面),0,0
4坂下_14時44分_系統342001,14:56:00,14:56:00,3064_01,9,坂下駅前 (上鐘・松源地 方面),0,0
4坂下_14時44分_系統342001,14:57:00,14:57:00,3071_01,10,坂下駅前 (上鐘・松源地 方面),0,0
4坂下_14時44分_系統342001,14:58:00,14:58:00,3063_01,11,坂下駅前 (上鐘・松源地 方面),0,0
4坂下_14時44分_系統342001,15:00:00,15:00:00,3062_01,12,坂下駅前 (上鐘・松源地 方面),0,0
4坂下_14時44分_系統342001,15:01:00,15:01:00,3061_01,13,坂下駅前 (上鐘・松源地 方面),0,0
4坂下_14時44分_系統342001,15:02:00,15:02:00,3060_01,14,坂下駅前 (上鐘・松源地 方面),0,0
4坂下_14時44分_系統342001,15:04:00,15:04:00,3059_01,15,坂下駅前,0,0
4坂下_14時44分_系統342001,15:05:00,15:05:00,3058_01,16,坂下駅前,0,0
4坂下_14時44分_系統342001,15:06:00,15:06:00,3057_01,17,坂下駅前,0,0
4坂下_14時44分_系統342001,15:07:00,15:07:00,3056_01,18,坂下駅前,0,0
4坂下_14時44分_系統342001,15:08:00,15:08:00,3018_01,19,坂下駅前,0,0
4坂下_14時44分_系統342001,15:10:00,15:10:00,3019_01,20,坂下駅前,1,0
4坂下_15時33分_系統361001,15:33:00,15:33:00,3019_01,1,小野沢,0,1
4坂下_15時33分_系統361001,15:35:00,15:35:00,3018_01,2,小野沢,0,0
4坂下_15時33分_系統361001,15:37:00,15:37:00,3017_02,3,小野沢,0,0
4坂下_15時33分_系統361001,15:37:00,15:37:00,3016_01,4,小野沢,0,0
4坂下_15時33分_系統361001,15:40:00,15:40:00,3042_01,5,小野沢,0,0
4坂下_15時33分_系統361001,15:42:00,15:42:00,3041_01,6,小野沢,0,0
4坂下_15時33分_系統361001,15:43:00,15:43:00,3040_01,7,小野沢,0,0
4坂下_15時33分_系統361001,15:45:00,15:45:00,3030_01,8,小野沢,0,0
4坂下_15時33分_系統361001,15:45:00,15:45:00,3029_01,9,小野沢,0,0
4坂下_15時33分_系統361001,15:47:00,15:47:00,3026_01,10,小野沢,0,0
4坂下_15時33分_系統361001,15:48:00,15:48:00,3025_01,11,小野沢,0,0
4坂下_15時33分_系統361001,15:49:00,15:49:00,3024_01,12,小野沢,0,0
4坂下_15時33分_系統361001,15:50:00,15:50:00,3023_01,13,小野沢,0,0
4坂下_15時33分_系統361001,15:51:00,15:51:00,3022_01,14,小野沢,0,0
4坂下_15時33分_系統361001,15:51:00,15:51:00,3021_01,15,小野沢,0,0
4坂下_15時33分_系統361001,15:53:00,15:53:00,3020_01,16,小野沢,1,0
4坂下_15時33分_系統361001,15:55:00,15:55:00,3013_01,17,小野沢,1,0
4坂下_15時33分_系統361001,15:57:00,15:57:00,3012_01,18,小野沢,1,0
4坂下_15時33分_系統361001,15:58:00,15:58:00,3011_01,19,小野沢,1,0
4坂下_15時33分_系統361001,16:00:00,16:00:00,3010_02,20,小野沢,1,0
4坂下_15時33分_系統361001,16:01:00,16:01:00,3009_02,21,小野沢,1,0
4坂下_15時33分_系統361001,16:03:00,16:03:00,3008_01,22,小野沢,1,0
4坂下_15時33分_系統361001,16:03:00,16:03:00,3007_01,23,小野沢,1,0
4坂下_15時33分_系統361001,16:04:00,16:04:00,3006_01,24,小野沢,1,0
4坂下_15時33分_系統361001,16:05:00,16:05:00,3005_01,25,小野沢,1,0
4坂下_15時33分_系統361001,16:05:00,16:05:00,3004_01,26,小野沢,1,0
4坂下_15時33分_系統361001,16:06:00,16:06:00,3003_01,27,小野沢,1,0
4坂下_15時33分_系統361001,16:07:00,16:07:00,3002_01,28,小野沢,1,0
4坂下_15時33分_系統361001,16:09:00,16:09:00,3001_01,29,小野沢,1,0
4坂下_15時33分_系統361001,16:10:00,16:10:00,3073_01,30,小野沢,1,0
4坂下_15時33分_系統361001,16:11:00,16:11:00,3072_01,31,小野沢,1,0
4坂下_16時24分_系統361002,16:24:00,16:24:00,3019_01,1,小野沢,0,1
4坂下_16時24分_系統361002,16:26:00,16:26:00,3018_01,2,小野沢,0,0
4坂下_16時24分_系統361002,16:28:00,16:28:00,3017_02,3,小野沢,0,0
4坂下_16時24分_系統361002,16:28:00,16:28:00,3016_01,4,小野沢,0,0
4坂下_16時24分_系統361002,16:31:00,16:31:00,3042_01,5,小野沢,0,0
4坂下_16時24分_系統361002,16:33:00,16:33:00,3041_01,6,小野沢,0,0
4坂下_16時24分_系統361002,16:34:00,16:34:00,3040_01,7,小野沢,0,0
4坂下_16時24分_系統361002,16:34:00,16:34:00,3039_01,8,小野沢,0,0
4坂下_16時24分_系統361002,16:35:00,16:35:00,3038_01,9,小野沢,0,0
4坂下_16時24分_系統361002,16:35:00,16:35:00,3037_01,10,小野沢,0,0
4坂下_16時24分_系統361002,16:36:00,16:36:00,3036_01,11,小野沢,0,0
4坂下_16時24分_系統361002,16:37:00,16:37:00,3035_01,12,小野沢,0,0
4坂下_16時24分_系統361002,16:37:00,16:37:00,3034_01,13,小野沢,0,0
4坂下_16時24分_系統361002,16:39:00,16:39:00,3033_01,14,小野沢,0,0
4坂下_16時24分_系統361002,16:41:00,16:41:00,3032_01,15,小野沢,0,0
4坂下_16時24分_系統361002,16:42:00,16:42:00,3031_01,16,小野沢,0,0
4坂下_16時24分_系統361002,16:44:00,16:44:00,3030_01,17,小野沢,0,0
4坂下_16時24分_系統361002,16:44:00,16:44:00,3029_01,18,小野沢,0,0
4坂下_16時24分_系統361002,16:45:00,16:45:00,3028_01,19,小野沢,0,0
4坂下_16時24分_系統361002,16:45:00,16:45:00,3027_01,20,小野沢,0,0
4坂下_16時24分_系統361002,16:47:00,16:47:00,3026_01,21,小野沢,0,0
4坂下_16時24分_系統361002,16:48:00,16:48:00,3025_01,22,小野沢,0,0
4坂下_16時24分_系統361002,16:49:00,16:49:00,3024_01,23,小野沢,0,0
4坂下_16時24分_系統361002,16:50:00,16:50:00,3023_01,24,小野沢,0,0
4坂下_16時24分_系統361002,16:51:00,16:51:00,3022_01,25,小野沢,0,0
4坂下_16時24分_系統361002,16:51:00,16:51:00,3021_01,26,小野沢,0,0
4坂下_16時24分_系統361002,16:53:00,16:53:00,3020_01,27,小野沢,1,0
4坂下_16時24分_系統361002,16:55:00,16:55:00,3013_01,28,小野沢,1,0
4坂下_16時24分_系統361002,16:57:00,16:57:00,3012_01,29,小野沢,1,0
4坂下_16時24分_系統361002,16:58:00,16:58:00,3011_01,30,小野沢,1,0
4坂下_16時24分_系統361002,17:00:00,17:00:00,3010_02,31,小野沢,1,0
4坂下_16時24分_系統361002,17:01:00,17:01:00,3009_02,32,小野沢,1,0
4坂下_16時24分_系統361002,17:03:00,17:03:00,3008_01,33,小野沢,1,0
4坂下_16時24分_系統361002,17:03:00,17:03:00,3007_01,34,小野沢,1,0
4坂下_16時24分_系統361002,17:04:00,17:04:00,3006_01,35,小野沢,1,0
4坂下_16時24分_系統361002,17:05:00,17:05:00,3005_01,36,小野沢,1,0
4坂下_16時24分_系統361002,17:05:00,17:05:00,3004_01,37,小野沢,1,0
4坂下_16時24分_系統361002,17:06:00,17:06:00,3003_01,38,小野沢,1,0
4坂下_16時24分_系統361002,17:07:00,17:07:00,3002_01,39,小野沢,1,0
4坂下_16時24分_系統361002,17:09:00,17:09:00,3001_01,40,小野沢,1,0
4坂下_16時24分_系統361002,17:10:00,17:10:00,3073_01,41,小野沢,1,0
4坂下_16時24分_系統361002,17:11:00,17:11:00,3072_01,42,小野沢,1,0
4坂下_17時38分_系統361002,17:38:00,17:38:00,3019_01,1,小野沢,0,1
4坂下_17時38分_系統361002,17:40:00,17:40:00,3018_01,2,小野沢,0,0
4坂下_17時38分_系統361002,17:42:00,17:42:00,3017_02,3,小野沢,0,0
4坂下_17時38分_系統361002,17:42:00,17:42:00,3016_01,4,小野沢,0,0
4坂下_17時38分_系統361002,17:45:00,17:45:00,3042_01,5,小野沢,0,0
4坂下_17時38分_系統361002,17:47:00,17:47:00,3041_01,6,小野沢,0,0
4坂下_17時38分_系統361002,17:48:00,17:48:00,3040_01,7,小野沢,0,0
4坂下_17時38分_系統361002,17:48:00,17:48:00,3039_01,8,小野沢,0,0
4坂下_17時38分_系統361002,17:49:00,17:49:00,3038_01,9,小野沢,0,0
4坂下_17時38分_系統361002,17:49:00,17:49:00,3037_01,10,小野沢,0,0
4坂下_17時38分_系統361002,17:50:00,17:50:00,3036_01,11,小野沢,0,0
4坂下_17時38分_系統361002,17:51:00,17:51:00,3035_01,12,小野沢,0,0
4坂下_17時38分_系統361002,17:51:00,17:51:00,3034_01,13,小野沢,0,0
4坂下_17時38分_系統361002,17:53:00,17:53:00,3033_01,14,小野沢,0,0
4坂下_17時38分_系統361002,17:55:00,17:55:00,3032_01,15,小野沢,0,0
4坂下_17時38分_系統361002,17:56:00,17:56:00,3031_01,16,小野沢,0,0
4坂下_17時38分_系統361002,17:58:00,17:58:00,3030_01,17,小野沢,0,0
4坂下_17時38分_系統361002,17:58:00,17:58:00,3029_01,18,小野沢,0,0
4坂下_17時38分_系統361002,17:59:00,17:59:00,3028_01,19,小野沢,0,0
4坂下_17時38分_系統361002,17:59:00,17:59:00,3027_01,20,小野沢,0,0
4坂下_17時38分_系統361002,18:01:00,18:01:00,3026_01,21,小野沢,0,0
4坂下_17時38分_系統361002,18:02:00,18:02:00,3025_01,22,小野沢,0,0
4坂下_17時38分_系統361002,18:03:00,18:03:00,3024_01,23,小野沢,0,0
4坂下_17時38分_系統361002,18:04:00,18:04:00,3023_01,24,小野沢,0,0
4坂下_17時38分_系統361002,18:05:00,18:05:00,3022_01,25,小野沢,0,0
4坂下_17時38分_系統361002,18:05:00,18:05:00,3021_01,26,小野沢,0,0
4坂下_17時38分_系統361002,18:07:00,18:07:00,3020_01,27,小野沢,1,0
4坂下_17時38分_系統361002,18:09:00,18:09:00,3013_01,28,小野沢,1,0
4坂下_17時38分_系統361002,18:11:00,18:11:00,3012_01,29,小野沢,1,0
4坂下_17時38分_系統361002,18:12:00,18:12:00,3011_01,30,小野沢,1,0
4坂下_17時38分_系統361002,18:14:00,18:14:00,3010_02,31,小野沢,1,0
4坂下_17時38分_系統361002,18:15:00,18:15:00,3009_02,32,小野沢,1,0
4坂下_17時38分_系統361002,18:17:00,18:17:00,3008_01,33,小野沢,1,0
4坂下_17時38分_系統361002,18:17:00,18:17:00,3007_01,34,小野沢,1,0
4坂下_17時38分_系統361002,18:18:00,18:18:00,3006_01,35,小野沢,1,0
4坂下_17時38分_系統361002,18:19:00,18:19:00,3005_01,36,小野沢,1,0
4坂下_17時38分_系統361002,18:19:00,18:19:00,3004_01,37,小野沢,1,0
4坂下_17時38分_系統361002,18:20:00,18:20:00,3003_01,38,小野沢,1,0
4坂下_17時38分_系統361002,18:21:00,18:21:00,3002_01,39,小野沢,1,0
4坂下_17時38分_系統361002,18:23:00,18:23:00,3001_01,40,小野沢,1,0
4坂下_17時38分_系統361002,18:24:00,18:24:00,3073_01,41,小野沢,1,0
4坂下_17時38分_系統361002,18:25:00,18:25:00,3072_01,42,小野沢,1,0
5加子母_08時00分_系統401001,08:00:00,08:00:00,4001_01,1,加子母総合事務所 (小郷 方面),0,1
5加子母_08時00分_系統401001,08:02:00,08:02:00,4002_01,2,加子母総合事務所 (小郷 方面),0,0
5加子母_08時00分_系統401001,08:06:00,08:06:00,4003_01,3,加子母総合事務所 (小郷 方面),0,0
5加子母_08時00分_系統401001,08:09:00,08:09:00,4004_01,4,加子母総合事務所 (小郷 方面),0,0
5加子母_08時00分_系統401001,08:11:00,08:11:00,4005_01,5,加子母総合事務所 (小郷 方面),0,0
5加子母_08時00分_系統401001,08:12:00,08:12:00,4006_01,6,加子母総合事務所 (小郷 方面),0,0
5加子母_08時00分_系統401001,08:13:00,08:13:00,4007_02,7,加子母総合事務所 (小郷 方面),0,0
5加子母_08時00分_系統401001,08:14:00,08:14:00,4008_01,8,加子母総合事務所 (小郷 方面),0,0
5加子母_08時00分_系統401001,08:15:00,08:15:00,4009_01,9,加子母総合事務所 (小郷 方面),0,0
5加子母_08時00分_系統401001,08:17:00,08:17:00,4010_01,10,加子母総合事務所 (小郷 方面),0,0
5加子母_08時00分_系統401001,08:19:00,08:19:00,4011_01,11,加子母総合事務所 (小郷 方面),0,0
5加子母_08時00分_系統401001,08:20:00,08:20:00,4012_01,12,加子母総合事務所 (小郷 方面),0,0
5加子母_08時00分_系統401001,08:21:00,08:21:00,4013_01,13,加子母総合事務所,0,0
5加子母_08時00分_系統401001,08:22:00,08:22:00,4008_01,14,加子母総合事務所,0,0
5加子母_08時00分_系統401001,08:23:00,08:23:00,4007_01,15,加子母総合事務所,0,0
5加子母_08時00分_系統401001,08:24:00,08:24:00,4014_01,16,加子母総合事務所,0,0
5加子母_08時00分_系統401001,08:26:00,08:26:00,4015_01,17,加子母総合事務所,0,0
5加子母_08時00分_系統401001,08:27:00,08:27:00,4016_01,18,加子母総合事務所,0,0
5加子母_08時00分_系統401001,08:29:00,08:29:00,4017_01,19,加子母総合事務所,0,0
5加子母_08時00分_系統401001,08:30:00,08:30:00,4018_01,20,加子母総合事務所,0,0
5加子母_08時00分_系統401001,08:31:00,08:31:00,4019_01,21,加子母総合事務所,0,0
5加子母_08時00分_系統401001,08:32:00,08:32:00,4002_01,22,加子母総合事務所,0,0
5加子母_08時00分_系統401001,08:33:00,08:33:00,4001_01,23,加子母総合事務所,1,0
5加子母_08時33分_系統401002,08:33:00,08:33:00,4001_01,1,加子母総合事務所 (万賀 方面),0,1
5加子母_08時33分_系統401002,08:35:00,08:35:00,4020_01,2,加子母総合事務所 (万賀 方面),0,0
5加子母_08時33分_系統401002,08:37:00,08:37:00,4021_01,3,加子母総合事務所 (万賀 方面),0,0
5加子母_08時33分_系統401002,08:39:00,08:39:00,4022_01,4,加子母総合事務所 (万賀 方面),0,0
5加子母_08時33分_系統401002,08:40:00,08:40:00,4023_01,5,加子母総合事務所 (万賀 方面),0,0
5加子母_08時33分_系統401002,08:41:00,08:41:00,4024_01,6,加子母総合事務所 (万賀 方面),0,0
5加子母_08時33分_系統401002,08:42:00,08:42:00,4025_01,7,加子母総合事務所 (万賀 方面),0,0
5加子母_08時33分_系統401002,08:43:00,08:43:00,4026_01,8,加子母総合事務所 (万賀 方面),0,0
5加子母_08時33分_系統401002,08:44:00,08:44:00,4027_01,9,加子母総合事務所 (万賀 方面),0,0
5加子母_08時33分_系統401002,08:45:00,08:45:00,4028_01,10,加子母総合事務所 (万賀 方面),0,0
5加子母_08時33分_系統401002,08:47:00,08:47:00,4029_01,11,加子母総合事務所 (万賀 方面),0,0
5加子母_08時33分_系統401002,08:49:00,08:49:00,4030_01,12,加子母総合事務所,0,0
5加子母_08時33分_系統401002,08:51:00,08:51:00,4031_01,13,加子母総合事務所,0,0
5加子母_08時33分_系統401002,08:53:00,08:53:00,4032_01,14,加子母総合事務所,0,0
5加子母_08時33分_系統401002,08:54:00,08:54:00,4033_01,15,加子母総合事務所,0,0
5加子母_08時33分_系統401002,08:55:00,08:55:00,4034_01,16,加子母総合事務所,0,0
5加子母_08時33分_系統401002,08:58:00,08:58:00,4035_01,17,加子母総合事務所,0,0
5加子母_08時33分_系統401002,08:59:00,08:59:00,4036_01,18,加子母総合事務所,0,0
5加子母_08時33分_系統401002,09:00:00,09:00:00,4030_01,19,加子母総合事務所,0,0
5加子母_08時33分_系統401002,09:02:00,09:02:00,4029_01,20,加子母総合事務所,0,0
5加子母_08時33分_系統401002,09:03:00,09:03:00,4028_01,21,加子母総合事務所,0,0
5加子母_08時33分_系統401002,09:04:00,09:04:00,4027_01,22,加子母総合事務所,0,0
5加子母_08時33分_系統401002,09:05:00,09:05:00,4026_01,23,加子母総合事務所,0,0
5加子母_08時33分_系統401002,09:06:00,09:06:00,4025_01,24,加子母総合事務所,0,0
5加子母_08時33分_系統401002,09:07:00,09:07:00,4024_01,25,加子母総合事務所,0,0
5加子母_08時33分_系統401002,09:08:00,09:08:00,4023_01,26,加子母総合事務所,0,0
5加子母_08時33分_系統401002,09:09:00,09:09:00,4022_01,27,加子母総合事務所,0,0
5加子母_08時33分_系統401002,09:10:00,09:10:00,4020_01,28,加子母総合事務所,0,0
5加子母_08時33分_系統401002,09:12:00,09:12:00,4001_01,29,加子母総合事務所,1,0
5加子母_10時00分_系統402001,10:00:00,10:00:00,4001_01,1,加子母総合事務所 (万賀 方面),0,1
5加子母_10時00分_系統402001,10:02:00,10:02:00,4021_01,2,加子母総合事務所 (万賀 方面),0,0
5加子母_10時00分_系統402001,10:03:00,10:03:00,4022_01,3,加子母総合事務所 (万賀 方面),0,0
5加子母_10時00分_系統402001,10:04:00,10:04:00,4023_01,4,加子母総合事務所 (万賀 方面),0,0
5加子母_10時00分_系統402001,10:05:00,10:05:00,4024_01,5,加子母総合事務所 (万賀 方面),0,0
5加子母_10時00分_系統402001,10:06:00,10:06:00,4025_01,6,加子母総合事務所 (万賀 方面),0,0
5加子母_10時00分_系統402001,10:07:00,10:07:00,4026_01,7,加子母総合事務所 (万賀 方面),0,0
5加子母_10時00分_系統402001,10:08:00,10:08:00,4027_01,8,加子母総合事務所 (万賀 方面),0,0
5加子母_10時00分_系統402001,10:09:00,10:09:00,4028_01,9,加子母総合事務所 (万賀 方面),0,0
5加子母_10時00分_系統402001,10:10:00,10:29:00,4029_01,10,加子母総合事務所 (万賀 方面),0,0
5加子母_10時00分_系統402001,10:31:00,10:31:00,4030_01,11,加子母総合事務所,0,0
5加子母_10時00分_系統402001,10:33:00,10:33:00,4031_01,12,加子母総合事務所,0,0
5加子母_10時00分_系統402001,10:35:00,10:35:00,4032_01,13,加子母総合事務所,0,0
5加子母_10時00分_系統402001,10:36:00,10:36:00,4033_01,14,加子母総合事務所,0,0
5加子母_10時00分_系統402001,10:37:00,10:37:00,4034_01,15,加子母総合事務所,0,0
5加子母_10時00分_系統402001,10:40:00,10:40:00,4035_01,16,加子母総合事務所,0,0
5加子母_10時00分_系統402001,10:41:00,10:41:00,4036_01,17,加子母総合事務所,0,0
5加子母_10時00分_系統402001,10:42:00,10:42:00,4030_01,18,加子母総合事務所,0,0
5加子母_10時00分_系統402001,10:45:00,10:45:00,4029_01,19,加子母総合事務所,0,0
5加子母_10時00分_系統402001,10:46:00,10:46:00,4028_01,20,加子母総合事務所,0,0
5加子母_10時00分_系統402001,10:47:00,10:47:00,4027_01,21,加子母総合事務所,0,0
5加子母_10時00分_系統402001,10:48:00,10:48:00,4026_01,22,加子母総合事務所,0,0
5加子母_10時00分_系統402001,10:49:00,10:49:00,4025_01,23,加子母総合事務所,0,0
5加子母_10時00分_系統402001,10:50:00,10:50:00,4024_01,24,加子母総合事務所,0,0
5加子母_10時00分_系統402001,10:51:00,10:51:00,4023_01,25,加子母総合事務所,0,0
5加子母_10時00分_系統402001,10:52:00,11:05:00,4022_01,26,加子母総合事務所,0,0
5加子母_10時00分_系統402001,11:06:00,11:10:00,4020_01,27,加子母総合事務所,0,0
5加子母_10時00分_系統402001,11:11:00,11:11:00,4001_01,28,加子母総合事務所,1,0
5加子母_11時11分_系統402002,11:11:00,11:11:00,4001_01,1,加子母総合事務所 (小郷 方面),0,1
5加子母_11時11分_系統402002,11:13:00,11:13:00,4002_01,2,加子母総合事務所 (小郷 方面),0,0
5加子母_11時11分_系統402002,11:18:00,11:18:00,4003_01,3,加子母総合事務所 (小郷 方面),0,0
5加子母_11時11分_系統402002,11:20:00,11:20:00,4004_01,4,加子母総合事務所 (小郷 方面),0,0
5加子母_11時11分_系統402002,11:22:00,11:22:00,4005_01,5,加子母総合事務所 (小郷 方面),0,0
5加子母_11時11分_系統402002,11:23:00,11:23:00,4006_01,6,加子母総合事務所 (小郷 方面),0,0
5加子母_11時11分_系統402002,11:24:00,11:24:00,4007_02,7,加子母総合事務所 (小郷 方面),0,0
5加子母_11時11分_系統402002,11:25:00,11:25:00,4008_01,8,加子母総合事務所 (小郷 方面),0,0
5加子母_11時11分_系統402002,11:26:00,11:26:00,4009_01,9,加子母総合事務所 (小郷 方面),0,0
5加子母_11時11分_系統402002,11:28:00,11:28:00,4010_01,10,加子母総合事務所 (小郷 方面),0,0
5加子母_11時11分_系統402002,11:30:00,11:30:00,4011_01,11,加子母総合事務所 (小郷 方面),0,0
5加子母_11時11分_系統402002,11:31:00,11:31:00,4012_01,12,加子母総合事務所 (小郷 方面),0,0
5加子母_11時11分_系統402002,11:32:00,11:32:00,4013_01,13,加子母総合事務所,0,0
5加子母_11時11分_系統402002,11:33:00,11:33:00,4008_01,14,加子母総合事務所,0,0
5加子母_11時11分_系統402002,11:34:00,11:34:00,4007_01,15,加子母総合事務所,0,0
5加子母_11時11分_系統402002,11:35:00,11:35:00,4014_01,16,加子母総合事務所,0,0
5加子母_11時11分_系統402002,11:37:00,11:37:00,4015_01,17,加子母総合事務所,0,0
5加子母_11時11分_系統402002,11:38:00,11:38:00,4016_01,18,加子母総合事務所,0,0
5加子母_11時11分_系統402002,11:40:00,11:40:00,4017_01,19,加子母総合事務所,0,0
5加子母_11時11分_系統402002,11:41:00,11:41:00,4018_01,20,加子母総合事務所,0,0
5加子母_11時11分_系統402002,11:42:00,11:42:00,4019_01,21,加子母総合事務所,0,0
5加子母_11時11分_系統402002,11:43:00,11:43:00,4020_01,22,加子母総合事務所,0,0
5加子母_11時11分_系統402002,11:44:00,11:44:00,4002_01,23,加子母総合事務所,0,0
5加子母_11時11分_系統402002,11:45:00,11:45:00,4001_01,24,加子母総合事務所,1,0
6付知_08時45分_系統501001,08:45:00,08:45:00,5001_01,1,付知B&G海洋センター (黒川谷 方面),0,1
6付知_08時45分_系統501001,08:46:00,08:46:00,5002_01,2,付知B&G海洋センター (黒川谷 方面),0,0
6付知_08時45分_系統501001,08:47:00,08:47:00,5003_01,3,付知B&G海洋センター (黒川谷 方面),0,0
6付知_08時45分_系統501001,08:48:00,08:48:00,5004_01,4,付知B&G海洋センター (黒川谷 方面),0,0
6付知_08時45分_系統501001,08:49:00,08:49:00,5005_01,5,付知B&G海洋センター (黒川谷 方面),0,0
6付知_08時45分_系統501001,08:50:00,08:50:00,5006_01,6,付知B&G海洋センター (黒川谷 方面),0,0
6付知_08時45分_系統501001,08:51:00,08:51:00,5007_01,7,付知B&G海洋センター (黒川谷 方面),0,0
6付知_08時45分_系統501001,08:53:00,08:53:00,5008_01,8,付知B&G海洋センター (黒川谷 方面),0,0
6付知_08時45分_系統501001,08:55:00,08:55:00,5009_01,9,付知B&G海洋センター (黒川谷 方面),0,0
6付知_08時45分_系統501001,08:56:00,08:56:00,5010_01,10,付知B&G海洋センター (黒川谷 方面),0,0
6付知_08時45分_系統501001,08:57:00,08:57:00,5011_01,11,付知B&G海洋センター (黒川谷 方面),0,0
6付知_08時45分_系統501001,08:58:00,08:58:00,5012_01,12,付知B&G海洋センター (黒川谷 方面),0,0
6付知_08時45分_系統501001,08:59:00,08:59:00,5013_01,13,付知B&G海洋センター (黒川谷 方面),0,0
6付知_08時45分_系統501001,09:01:00,09:01:00,5014_01,14,付知B&G海洋センター,0,0
6付知_08時45分_系統501001,09:05:00,09:05:00,5015_01,15,付知B&G海洋センター,0,0
6付知_08時45分_系統501001,09:10:00,09:10:00,5016_01,16,付知B&G海洋センター,0,0
6付知_08時45分_系統501001,09:11:00,09:11:00,5018_01,17,付知B&G海洋センター,0,0
6付知_08時45分_系統501001,09:13:00,09:13:00,5019_01,18,付知B&G海洋センター,0,0
6付知_08時45分_系統501001,09:14:00,09:14:00,5020_01,19,付知B&G海洋センター,0,0
6付知_08時45分_系統501001,09:15:00,09:15:00,5046_01,20,付知B&G海洋センター,0,0
6付知_08時45分_系統501001,09:17:00,09:17:00,5008_01,21,付知B&G海洋センター,0,0
6付知_08時45分_系統501001,09:18:00,09:18:00,5022_01,22,付知B&G海洋センター,0,0
6付知_08時45分_系統501001,09:20:00,09:20:00,5023_01,23,付知B&G海洋センター,0,0
6付知_08時45分_系統501001,09:21:00,09:21:00,5024_01,24,付知B&G海洋センター,0,0
6付知_08時45分_系統501001,09:22:00,09:22:00,5001_01,25,付知B&G海洋センター,1,0
6付知_09時22分_系統501002,09:22:00,09:22:00,5001_01,1,付知B&G海洋センター (付知峡 方面),0,1
